oportunidade;empresa;data_criacao;data_envio_proposta;data_fechada;data_ultima_modificacao;valor;fase_comercial;nova_venda;finalidade;origem;departamento;motivo_perdido;tipo_venda;erp;pagamento;produto;sku;quantidade;vendedor
927374;Empresa 301;02/02/2022;;;08/02/2022;17043;Congelada;NV - 0018894;Uso e consumo;;"AUDIO; ELETRONICOS (TVs); ESPORTE & LAZER; PCS; TELEFONIA; WEARABLE";;Cotação;;Faturado;Huawei Band 6 - Preto;3358735351;60;Vendedor E
927374;Empresa 301;02/02/2022;;;08/02/2022;7979.94;Congelada;NV - 0018895;Uso e consumo;;"AUDIO; ELETRONICOS (TVs); ESPORTE & LAZER; PCS; TELEFONIA; WEARABLE";;Cotação;;Faturado;"Smart TV Android LED 32"" Semp 32S5300 Bluetooth 2 HDMI 1 USB Controle Remoto com Comando de Voz e Google Assistant";134511869;6;Vendedor E
966139;Empresa 99;30/06/2022;;;05/07/2022;250;Fechada e Perdida;NV - 0024720;Uso e consumo;;ELETROPORTÁTEIS;B2W - Estoque (Falta de produto);Cotação;;;triturador eletrico;0;;Vendedor E
923756;Empresa 302;26/01/2022;;;08/02/2022;12042.2;Congelada;NV - 0018464;Uso e consumo;;PCS;;Cotação;;;Notebook Dell Inspiron I15-3501-A25P Intel Core I3-1005G1 4GB 256GB SS...;2969521221;4;Vendedor B
930818;Empresa 303;08/02/2022;;;16/02/2022;69.91;Congelada;NV - 0019256;Uso e consumo;;AUDIO;;Cotação;;Faturado;Headset com Fio Logitech H111 Microfone com Redução de Ruído e Conexão 3,5mm;134235868;1;Vendedor E
923766;Empresa 305;26/01/2022;;;08/02/2022;21900;Congelada;NV - 0018471;Uso e consumo;;TELEFONIA;;Cotação;;;Redmi note 10S 128 gb - 6GB ram - azul;3522051825;10;Vendedor B
936736;Empresa 306;24/02/2022;;;31/03/2022;600;Congelada;NV - 0020044;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;FURADEIRA;0;1;Vendedor F
923765;Empresa 307;26/01/2022;;;08/02/2022;18552.9;Congelada;NV - 0018470;Uso e consumo;;TABLETS;;Cotação;;;"Galaxy Tab A7 Lite 4G, 64GB, 4GB RAM, Tela imersiva 8.7""";3473964379;15;Vendedor B
923779;Empresa 308;26/01/2022;;;08/02/2022;23985;Congelada;NV - 0018472;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Ar-Condicionado Split hw Springer Midea maxiflex 12.000 BTUs Só Frio 2...;4289377721;15;Vendedor B
963313;Empresa 309;23/05/2022;;;26/05/2022;12500;Fechada e Perdida;NV - 0023154;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;Fora de perfil;Cotação;;;;0;;Vendedor E
911763;Empresa 311;04/01/2022;;;05/01/2022;22087.48;Congelada;NV - 0017240;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 12 Pro Apple (512GB) Prateado tela 6,1"" Câmera tripla 12MP iOS";2290962910;2;Vendedor B
911763;Empresa 311;04/01/2022;;;05/01/2022;12456.22;Congelada;NV - 0017241;Revenda;;TELEFONIA;;Cotação;;Boleto;Apple iPhone 13 512GB iOS 5G Wi-Fi Tela 6.1'' Câmera Dupla 12MP - Rosa;3919416482;1;Vendedor B
923787;Empresa 312;26/01/2022;;;28/01/2022;1424.99;Congelada;NV - 0018475;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;TV LED 39'' Philco PTV39G50D Resolução HD e Recepção Digital - Preto + Roku Express - Streaming Player Full HD com Controle Remoto e Cabo HDMI;2509709696;1;Vendedor E
911767;Empresa 313;04/01/2022;;;05/01/2022;141904;Congelada;NV - 0017244;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Motorola Moto E7 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM...;2626417861;200;Vendedor B
911767;Empresa 313;04/01/2022;;;05/01/2022;164300;Congelada;NV - 0017243;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Motorola Moto E7 Dual Chip Android 10 Tela 6.5” 64GB Câmera...;2945004115;200;Vendedor B
911767;Empresa 313;04/01/2022;;;05/01/2022;142310;Congelada;NV - 0017245;Revenda;;TELEFONIA;;Cotação;;Boleto;martphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2...;2917268931;200;Vendedor B
911756;Empresa 316;04/01/2022;;;05/01/2022;55134;Congelada;NV - 0017235;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Multifuncional Epson Tanque De Tinta L3150 - Wireless Ecotank - C11cg8...;1236919224;50;Vendedor B
911756;Empresa 316;04/01/2022;;;05/01/2022;13590;Congelada;NV - 0017267;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Multifuncional Epson Ecotank L3150 - Tanque De Tinta;134206098;10;Vendedor B
911759;Empresa 317;04/01/2022;;;05/01/2022;12582;Congelada;NV - 0017236;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;r-Condicionado Split hw Gree G-Top 9.000 BTUs Só Frio 220V;2974563602;10;Vendedor B
939266;Empresa 318;11/03/2022;;;21/03/2022;5129.98;Congelada;NV - 0020375;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Boleto;Geladeira / Refrigerador Brastemp Duplex BRM44 Frost Free 375 Litros - Branco - 110V;133257344;2;Vendedor E
950956;Empresa 254;05/04/2022;;;05/04/2022;23926;Cotando;NV - 0021377;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;;0;;Vendedor H
923262;Empresa 321;26/01/2022;;;08/02/2022;11245.5;Fechada e Perdida;NV - 0018410;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Navy;3234381133;10;Vendedor B
911644;Empresa 323;03/01/2022;;04/01/2022;04/01/2022;15802.34;Projeto em andamento;NV - 0017231;Revenda;;TELEFONIA;;Cotação;;Boleto;"Phone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";1611324805;4;Vendedor B
911644;Empresa 323;03/01/2022;;04/01/2022;04/01/2022;12220.88;Projeto em andamento;NV - 0017232;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone SE Apple (64GB) Branco tela 4.7"" Câmera 12MP iOS";2449898703;4;Vendedor B
938798;Empresa 325;10/03/2022;;04/04/2022;06/04/2022;6000;Congelada;NV - 0020322;Uso e consumo;;TELEFONIA;;;;Faturado;6 SMARTPHONE A03;0;6;Vendedor F
950971;Empresa 4;05/04/2022;;;29/04/2022;1948;Congelada;NV - 0021381;Uso e consumo;;TABLETS;;Cotação;;;;0;;Vendedor B
958059;Empresa 328;26/04/2022;;;28/04/2022;27000;Congelada;NV - 0022115;;;PCS;;Cotação;;;;0;;Vendedor B
964414;Empresa 4;03/06/2022;;;08/06/2022;17500;Fechada e Perdida;NV - 0023673;Uso e consumo;;MÓVEIS - ESCRITÓRIO;B2W - Crivo de valor / volume;Cotação;;;;0;;Vendedor F
938812;Empresa 99;10/03/2022;;;21/03/2022;700;Congelada;NV - 0020326;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;Faturado;Grill Burguer Cadence Grl510-127;1395767811;2;Vendedor E
958081;Empresa 333;26/04/2022;;;28/04/2022;85499.9;Congelada;NV - 0022122;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Apple iPhone 13 Pro Max 256GB iOS 5G Wi-Fi Tela 6.7'' Câmera Tripla 12MP + Sensor LiDAR - Prateado;3919413839;10;Vendedor E
936670;Empresa 4;23/02/2022;;;21/03/2022;1044.05;Congelada;NV - 0020016;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;SAMGUNG GALAXY A12 – 64GB;2655734451;1;Vendedor E
936666;Empresa 97;23/02/2022;;;28/03/2022;2500;Congelada;NV - 0020012;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;1 unidade – Freezer vertical branco de 120L – 127v;0;1;Vendedor F
915194;Empresa 338;11/01/2022;;;21/01/2022;450;Congelada;NV - 0017581;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;5 Big Bag De Ráfia Branco       90x90x120cm;3576168640;5;Vendedor E
930641;Empresa 343;08/02/2022;;;16/02/2022;208.99;Congelada;NV - 0019213;Uso e consumo;;AUDIO;;Cotação;;;Caixa de Som Bluetooth JBL GO;134348969;1;Vendedor E
930650;Empresa 343;08/02/2022;;;16/03/2022;1259.1;Congelada;NV - 0019215;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Motorola Moto G20 128GB;3805073856;1;Vendedor F
936715;Empresa 357;24/02/2022;;;24/03/2022;7000;Congelada;NV - 0020032;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Som Portátil Philco PB119N CD Player Rádio FM Entradas Aux/USB 5W Preto;0;10;Vendedor F
963449;Empresa 358;24/05/2022;;;27/05/2022;29999.94;Fechada e Perdida;NV - 0023224;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;;;0;;Vendedor E
930366;Empresa 360;08/02/2022;;;15/02/2022;512299.29;Congelada;NV - 0019164;Uso e consumo;;ELETRONICOS (TVs);;;;;Smart TV LED 55” Philco PTV55Q20SNBL;1441079560;171;Vendedor F
930356;Empresa 361;08/02/2022;;;16/02/2022;;Congelada;NV - 0019165;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Britânia 9000 BTUs BAC9000TFM9 Frio - 220v;2188309181;22;Vendedor K
930356;Empresa 361;08/02/2022;;;16/02/2022;;Congelada;NV - 0019166;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Britânia 12000 BTUs BAC12000TFM12 Frio - 220V;4339658784;2;Vendedor K
930356;Empresa 361;08/02/2022;;;16/02/2022;;Congelada;NV - 0019167;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 22000 BTUs WindFree Quente/Frio AR24TSHCBWKNAZ - 220v;2615393509;16;Vendedor K
936719;Empresa 362;24/02/2022;;;24/02/2022;0;Congelada;NV - 0020036;Uso e consumo;;AUDIO;;Cotação;;Faturado;kit JBL - Receiver Frahm Slim 1600 App Bluetooth Usb Fm + 04 Caixas C321 Preta?;0;1;Vendedor E
930699;Empresa 363;08/02/2022;;;11/03/2022;;Congelada;NV - 0019231;Uso e consumo;;"INFORMÁTICA E ACESSÓRIOS; TELEFONIA";;Cotação;;;iPhone XR Apple (128GB;1611315984;;Vendedor F
930699;Empresa 363;08/02/2022;;;11/03/2022;;Congelada;NV - 0019233;Uso e consumo;;"INFORMÁTICA E ACESSÓRIOS; TELEFONIA";;Cotação;;;Monitor LED 19.5'' LG 20m;1961678726;;Vendedor F
934553;Empresa 364;15/02/2022;;;18/03/2022;180.49;Congelada;NV - 0019643;Uso e consumo;;AUDIO;;Cotação;;;Caixa de Som Bluetooth JBL GO 2;134348969;1;Vendedor F
927675;Empresa 368;03/02/2022;;;08/02/2022;28595.6;Congelada;NV - 0018925;Uso e consumo;;MÓVEIS - COZINHA, LAVANDERIA, BANHEIRO E ÁREA EXTERNA;;Cotação;;;Jogo 6 Cadeiras E Mesa + Ombrelone Para Piscina Jardim;2908978228;4;Vendedor B
939402;Empresa 369;11/03/2022;;;21/03/2022;2500;Congelada;NV - 0020385;Uso e consumo;;MÓVEIS - ESCRITÓRIO;;Cotação;;;Cadeiras escritorio;0;10;Vendedor E
948545;Empresa 370;30/03/2022;;;04/05/2022;1699.99;Congelada;NV - 0021136;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Inverter Philco 9000 BTUs PAC9000ITFM9W Frio - 220v;2189095031;1;Vendedor E
927523;Empresa 371;02/02/2022;;08/02/2022;22/02/2022;39999.9;Projeto em andamento;NV - 0018919;Uso e consumo;;PCS;;Cotação;;Boleto;Notebook Acer Aspire 5 Intel Core I7-10510U 8GB 512GB SSD Linux Endles...;4202016422;10;Vendedor B
943985;Empresa 373;21/03/2022;;;28/03/2022;405;Congelada;NV - 0020713;Uso e consumo;;ALIMENTOS;;Cotação;;Faturado;;0;;Vendedor E
927678;Empresa 374;03/02/2022;;02/02/2022;22/02/2022;11199.96;Projeto em andamento;NV - 0018928;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem L...";3069506190;4;Vendedor B
915482;Empresa 375;11/01/2022;;;14/01/2022;23596;Congelada;NV - 0017627;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (256GB) Preto tela 6,1"" Câmera 12MP iOS";1613970093;4;Vendedor B
927532;Empresa 376;02/02/2022;;;08/02/2022;32000;Congelada;NV - 0018922;Uso e consumo;;PCS;;Cotação;;;Ubnt Uap-ac-m-pro-br Unifi Ap Mesh Pro 2.4/5ghz;3521536193;20;Vendedor B
939432;Empresa 377;11/03/2022;;;21/03/2022;10549.99;Congelada;NV - 0020391;Uso e consumo;;ALIMENTOS;;Cotação;;Faturado;Ovo Choc 120g Topmilk;0;1200;Vendedor E
951437;Empresa 378;06/04/2022;;;08/04/2022;1259;Congelada;NV - 0021412;;;MÓVEIS - ESCRITÓRIO;;Cotação;;;;0;;Vendedor F
948922;Empresa 379;30/03/2022;;;01/04/2022;24000;Congelada;NV - 0021174;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV LED 65” LG 65UP7750 4K UHD Wi-Fi Bluetooth HDR Inteligência Artificial Thinq Smart Magic Google Alexa;3397040528;5;Vendedor E
944019;Empresa 383;21/03/2022;;;04/04/2022;14741.06;Congelada;NV - 0020716;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;MacBook Pro Apple 13,3 I;1756005493;1;Vendedor F
936823;Empresa 384;25/02/2022;;;28/03/2022;2000;Congelada;NV - 0020089;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;;0;;Vendedor F
951451;Empresa 385;06/04/2022;;;10/05/2022;2300;Fechada e Perdida;NV - 0021416;;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;;;0;;Vendedor F
923574;Empresa 387;26/01/2022;;;08/02/2022;43960;Fechada e Perdida;NV - 0018444;Revenda;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Philco 18000 BTUs PAC18000FM9 Frio - 220v;2390276343;20;Vendedor B
923574;Empresa 387;26/01/2022;;;08/02/2022;29999.8;Fechada e Perdida;NV - 0018445;Revenda;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Britânia 12000 BTUs BAC12000TFM12 Frio - 220V;4339658784;20;Vendedor B
931334;Empresa 388;09/02/2022;;;15/02/2022;1499.99;Congelada;NV - 0019318;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV LED 32;3775815061;1;Vendedor F
931354;Empresa 391;09/02/2022;;;14/02/2022;15282;Congelada;NV - 0019322;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB R...;2891924311;18;Vendedor B
927679;Empresa 392;03/02/2022;;;08/02/2022;12200;Congelada;NV - 0018929;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Lixeira com Pedal e Balde Brinox Decorline 12 litros;108538776;100;Vendedor B
931345;Empresa 393;09/02/2022;;;16/03/2022;10021.99;Congelada;NV - 0019319;Uso e consumo;;NÃO IDENTIFICADO -;;Cotação;;;Mácara Cirúrgica Profissional Descartável Tripla - Pacote com 20 Unida...;1706914592;1000;Vendedor F
931345;Empresa 393;09/02/2022;;;16/03/2022;19990;Congelada;NV - 0019320;Uso e consumo;;NÃO IDENTIFICADO -;;Cotação;;;Kit 10 Máscara Proteção KN95 + 50 un Mascara infantil Estrelinha c/Anv...;2729006415;1000;Vendedor F
931345;Empresa 393;09/02/2022;;;16/03/2022;17990;Congelada;NV - 0019321;Uso e consumo;;NÃO IDENTIFICADO -;;Cotação;;;Máscara Infantil Descartável Tripla Camada Com Filtro-CX 25 UN-Azul;3317999158;1000;Vendedor F
944030;Empresa 97;21/03/2022;;;05/05/2022;15000;Congelada;NV - 0020719;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;Vendedor E
923603;Empresa 394;26/01/2022;;;08/02/2022;20761.05;Fechada e Perdida;NV - 0018447;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Motorola Moto E40 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Grafite;4120059496;15;Vendedor B
962709;Empresa 97;16/05/2022;;;30/05/2022;150;Fechada e Perdida;NV - 0022876;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;B2W - Estoque (Falta de produto);Cotação;;;cabo usb;0;2;Vendedor F
928005;Empresa 395;03/02/2022;;;08/02/2022;16789.5;Congelada;NV - 0018971;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ...;2969966925;10;Vendedor B
961463;Empresa 97;06/05/2022;;;23/05/2022;5500;Fechada e Perdida;NV - 0022507;Uso e consumo;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;;;0;;Vendedor E
923609;Empresa 397;26/01/2022;;08/02/2022;22/02/2022;11691;Projeto em andamento;NV - 0018448;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ...;3518165272;10;Vendedor B
939457;Empresa 399;11/03/2022;;;21/03/2022;10000;Congelada;NV - 0020392;Uso e consumo;;LIVROS;;Cotação;;Boleto;livros;0;;Vendedor E
931425;Empresa 402;09/02/2022;;;14/02/2022;9588;Congelada;NV - 0019330;Revenda;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip ...;4342102701;12;Vendedor B
934992;Empresa 403;16/02/2022;;;09/03/2022;10799.4;Congelada;NV - 0019723;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Boleto;Ventilador de coluna 40cm Mondial VSP-40C-B Super Power - 127V;3680324913;60;Vendedor E
934991;Empresa 406;16/02/2022;;;17/02/2022;380.12;Congelada;NV - 0019722;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Impressora multifuncional HP DeskJet Ink Advantage 2774 (7FR22A);2639189254;1;Vendedor E
934991;Empresa 406;16/02/2022;;;17/02/2022;380.12;Congelada;NV - 0019724;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Impressora multifuncional HP DeskJet Ink Advantage 2774 (7FR22A);2639189271;1;Vendedor E
935001;Empresa 233;16/02/2022;;;28/03/2022;1709.05;Congelada;NV - 0019733;Uso e consumo;;TELEFONIA;;Cotação;;;Apple Watch Series 3 (GPS);133839272;1;Vendedor F
935001;Empresa 233;16/02/2022;;;28/03/2022;5114.07;Congelada;NV - 0019734;Uso e consumo;;TELEFONIA;;Cotação;;;iPhone 12 Apple 64GB iOS 5G;3591023246;1;Vendedor F
928049;Empresa 407;03/02/2022;;;08/02/2022;21756;Congelada;NV - 0018983;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A22 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ...;3518165272;14;Vendedor B
915860;Empresa 408;12/01/2022;;;14/01/2022;11157.7;Congelada;NV - 0017711;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV LED 43” LG 43UP7500 4K UHD Wi-Fi Bluetooth HDR ThinQAI Compat...;3280455594;5;Vendedor B
915861;Empresa 409;12/01/2022;;;18/01/2022;;Congelada;NV - 0017713;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6...;3234384027;15;Vendedor F
935004;Empresa 93;16/02/2022;;;09/03/2022;;Congelada;NV - 0019739;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;;0;;Vendedor E
915898;Empresa 415;12/01/2022;;;14/01/2022;15490;Congelada;NV - 0017719;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"TV LED 32"" LG 32LT330HBSB Modo Hotel Preta";1695817690;10;Vendedor B
915900;Empresa 416;12/01/2022;;;28/01/2022;13497;Congelada;NV - 0017720;Uso e consumo;;TELEFONIA;;Cotação;;;iPhone XR Apple (128GB) Preto Tela 6,1 4G Câmera Traseira 12MP iOS;134347982;3;Vendedor B
936757;Empresa 97;24/02/2022;;;28/03/2022;500;Congelada;NV - 0020051;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;No-break Station II 1200va 8;0;1;Vendedor F
943204;Empresa 418;18/03/2022;;;28/03/2022;1329.99;Congelada;NV - 0020677;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;ar condicionado;4183904757;;Vendedor E
934735;Empresa 419;15/02/2022;;;09/03/2022;7308.35;Congelada;NV - 0019678;Uso e consumo;;TABLETS;;Cotação;;Faturado;Tablet Samsung Galaxy A7 Lite 4g 32GB 3GB RAM SM-T225NZAPZTO;3420573366;7;Vendedor E
934735;Empresa 419;15/02/2022;;;09/03/2022;977.55;Congelada;NV - 0019679;Uso e consumo;;TABLETS;;Cotação;;Faturado;"Tablet Samsung Galaxy A T295 32GB 4G Tela 8"" Android Quad-Core 2GHz, 2GB RAM, Câmera 8MP AF + 2MP - Preto";160543101;1;Vendedor E
911792;Empresa 420;04/01/2022;;;14/01/2022;38000;Congelada;NV - 0017249;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;10;Vendedor B
911792;Empresa 420;04/01/2022;;;14/01/2022;41000;Congelada;NV - 0017250;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 11 Apple (128GB) Preto tela 6,1"" Câmera 12MP iOS";1611318026;10;Vendedor B
911792;Empresa 420;04/01/2022;;;14/01/2022;46000;Congelada;NV - 0017251;Revenda;;TELEFONIA;;Cotação;;Boleto;iPhone 12 Apple 64GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Branco;3591024142;10;Vendedor B
911792;Empresa 420;04/01/2022;;;14/01/2022;46000;Congelada;NV - 0017252;Revenda;;TELEFONIA;;Cotação;;Boleto;iPhone 12 Apple 64GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Preto;3591023246;10;Vendedor B
961219;Empresa 427;05/05/2022;;;20/05/2022;9023.94;Fechada e Perdida;NV - 0022481;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;;;0;;Vendedor E
936760;Empresa 115;24/02/2022;;;24/03/2022;600;Congelada;NV - 0020054;Uso e consumo;;VALE PRESENTE;;Cotação;;Faturado;BRINDES;0;1;Vendedor F
927474;Empresa 432;02/02/2022;;;08/02/2022;11869.2;Congelada;NV - 0018910;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Motorola Moto E7 Dual Chip Android 10 Tela 6.5” 64GB Câmera...;2945004115;12;Vendedor B
927474;Empresa 432;02/02/2022;;;08/02/2022;13847.4;Congelada;NV - 0018911;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB R...;3586824250;12;Vendedor B
966708;Empresa 434;07/07/2022;;28/07/2022;28/07/2022;169800;Fechada e Perdida;NV - 0024994;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;;0;;Vendedor H
939347;Empresa 437;11/03/2022;;;21/03/2022;3000;Congelada;NV - 0020377;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Smartphone Motorola Moto E20 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Cinza;4120059517;;Vendedor E
948874;Empresa 439;30/03/2022;;;19/04/2022;3500;Congelada;NV - 0021165;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;Vendedor E
939380;Empresa 163;11/03/2022;;;31/03/2022;10000;Congelada;NV - 0020380;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Diversos;0;1;Vendedor F
926608;Empresa 238;01/02/2022;;04/02/2022;22/02/2022;;Projeto em andamento;NV - 0018783;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;6 Smartphone Samsung Galaxy A03 Core 32GB;4342102701;6;Vendedor E
922701;Empresa 445;25/01/2022;;;11/02/2022;2089.99;Congelada;NV - 0018313;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Geladeira Consul Cycle Defrost Duplex CRD37EB 334 litros com Freezer Supercapacidade Branca - 220V;110267822;1;Vendedor F
922700;Empresa 447;25/01/2022;;;08/02/2022;16980;Fechada e Perdida;NV - 0018312;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Smartphone LG K41s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Q...;1674059957;20;Vendedor B
933881;Empresa 451;14/02/2022;;;17/02/2022;404;Congelada;NV - 0019557;Uso e consumo;;BELEZA & SAUDE;;Cotação;;;Máquina portátil multifuncional do ozônio do purificador de ar 2000mg / h da água da casa;0;1;Vendedor E
933881;Empresa 451;14/02/2022;;;17/02/2022;0;Congelada;NV - 0019558;Uso e consumo;;BELEZA & SAUDE;;Cotação;;;;0;;Vendedor E
911236;Empresa 452;03/01/2022;;;14/01/2022;15191.8;Congelada;NV - 0017202;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV LG 32"" HD 32LM627B Wi-Fi Bluetooth HDR Thinqai Compatível Com...";3397039931;10;Vendedor B
938502;Empresa 455;09/03/2022;;;15/03/2022;140000;Congelada;NV - 0020285;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;10 Apple iPhone 13 128gb Estelar;0;10;Vendedor E
942552;Empresa 456;17/03/2022;;;31/03/2022;2500;Congelada;NV - 0020610;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;02 UNDS SMARTPHONE SAMSUNG GALAXY S21 5G CINZA 128GB - SM-G991BZAJZTO;0;;Vendedor F
942238;Empresa 459;17/03/2022;;;04/04/2022;15000;Congelada;NV - 0020585;Uso e consumo;;ALIMENTOS;;Cotação;;;bombons;0;1383;Vendedor F
957513;Empresa 460;25/04/2022;;;25/04/2022;3500;Congelada;NV - 0022042;Uso e consumo;;TELEFONIA;;Cotação;;;;0;;Vendedor E
957500;Empresa 461;25/04/2022;;;09/05/2022;12459.09;Fechada e Perdida;NV - 0022039;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;B2W - Prazo de entrega;Cotação;;Faturado;;0;;Vendedor E
926659;Empresa 466;01/02/2022;;;08/02/2022;26663.34;Congelada;NV - 0018789;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Piso Teto Gree 60000 BTUs Branco Frio 220V Trifá...;1204562988;3;Vendedor B
942251;Empresa 467;17/03/2022;;;28/03/2022;2100;Congelada;NV - 0020588;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;;0;;Vendedor E
