Oportunidade;Empresa;Data_criacao;Data_envio_proposta;Data_fechada;Data_última_modificação;Valor;Fase_Comercial;Nova_Venda;Finalidade;Origem;Departamento;Motivo_perdido;Tipo_venda;ERP;Pagamento;Produto;SKU;Quantidade;Vendedor
874457;EMPRESA 67;20/10/2021;;19/10/2021;22/10/2021;707,85;Projeto em andamento;NV - 0013798;Revenda;;ELETRODOMESTICOS;;Cotação;;Cartão de Crédito;Fogão de Piso Continental FC4CS 4 Bocas Automático Prata Com Mesa Compartimentada - Bivolt;1661589801;1;VENDEDOR A
874457;EMPRESA 67;20/10/2021;;19/10/2021;22/10/2021;673,74;Projeto em andamento;NV - 0013799;Revenda;;ELETRODOMESTICOS;;Cotação;;Cartão de Crédito;Fogão de Piso Continental 4 Bocas FC4CB Branco Automático com Mesa Compartimentada - Bivolt;1778939836;1;VENDEDOR A
874457;EMPRESA 67;20/10/2021;;19/10/2021;22/10/2021;4602,81;Projeto em andamento;NV - 0013800;Revenda;;ELETRODOMESTICOS;;Cotação;;Cartão de Crédito;Máquina de Lavar Brastemp 12Kg BWK12 com Ciclo Antibolinha e Ciclo Edredom Ciclo Tira Manchas Advanced - 110v;134568013;3;VENDEDOR A
874457;EMPRESA 67;20/10/2021;;19/10/2021;22/10/2021;238,78;Projeto em andamento;NV - 0013801;Revenda;;ELETRODOMESTICOS;;Cotação;;Cartão de Crédito;L-1200 Ri - Liquidificador Turbo Inox 1200w 127v - Mondial;133659811;2;VENDEDOR A
874457;EMPRESA 67;20/10/2021;;19/10/2021;22/10/2021;324,07;Projeto em andamento;NV - 0013802;Revenda;;ELETRODOMESTICOS;;Cotação;;Cartão de Crédito;Secador Taiff Titanium Colors 2100 W 110;110870621;1;VENDEDOR A
874457;EMPRESA 67;20/10/2021;;19/10/2021;22/10/2021;153,52;Projeto em andamento;NV - 0013803;Revenda;;ELETRODOMESTICOS;;Cotação;;Cartão de Crédito;Liquidificador Mondial Power NL-26 Branco/Cinza 350W de Potência 2 Velocidades 1,5L 127v;7275846;2;VENDEDOR A
874457;EMPRESA 67;20/10/2021;;19/10/2021;22/10/2021;322,36;Projeto em andamento;NV - 0013804;Revenda;;ELETRODOMESTICOS;;Cotação;;Cartão de Crédito;Liquidificador Arno Power Max 3,1L Vermelho 1000W - 110V;132768222;2;VENDEDOR A
862588;EMPRESA 68;16/09/2021;;;21/09/2021;12969,77;Congelada;NV - 0012848;Revenda;;TABLETS;;Cotação;;;Tablet Samsung Galaxy A7 Lite 4g, 32gb, 3gb Ram Sm-t225nzapzto;3420573366;11;VENDEDOR B
963736;EMPRESA 69;26/05/2022;;;29/05/2022;15558;Fechada e Perdida;NV - 0023347;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;Cliente - Estoque - falta de produto;Cotação;;;;0;;VENDEDOR F
874468;EMPRESA 70;20/10/2021;;17/10/2021;20/10/2021;1939,38;Projeto em andamento;NV - 0013805;Revenda;;LIVROS;;Cotação;;Boleto;Livro - Monge e o Executivo, O;387366;92;VENDEDOR A
839239;EMPRESA 71;05/07/2021;;;12/07/2021;25799,7;Congelada;NV - 0010824;;;PC GAMER;;Cotação;;Boleto;Quant. 30 | Cód. 134103582 | Monitor LED 24'' Gamer Samsung LS24D332HSX/ZD 1920x1080 1ms 75hz;;30;VENDEDOR B
874479;EMPRESA 72;20/10/2021;;15/10/2021;20/10/2021;2369,3;Projeto em andamento;NV - 0013807;Revenda;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;Multifuncional Epson Tanque De Tinta L3150 - Wireless Ecotank - C11cg86302;134206098;2;VENDEDOR A
874478;EMPRESA 73;20/10/2021;;18/10/2021;20/10/2021;480;Projeto em andamento;NV - 0013806;Revenda;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;SACO BIG BAG 120X90X90 ABERTURA TOTAL BASE FECHADA REF-C1;2164798717;8;VENDEDOR A
880476;EMPRESA 74;01/11/2021;;01/11/2021;01/11/2021;32779,5;Projeto em andamento;NV - 0014396;Revenda;;TELEFONIA;;Cotação;;Boleto;30 und | Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Violeta;2969968357;30;VENDEDOR D
880476;EMPRESA 74;01/11/2021;;01/11/2021;01/11/2021;27262,5;Projeto em andamento;NV - 0014397;Revenda;;TELEFONIA;;Cotação;;Boleto;50 und | Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho;2891924716;50;VENDEDOR D
880476;EMPRESA 74;01/11/2021;;01/11/2021;01/11/2021;67830;Projeto em andamento;NV - 0014398;Revenda;;TELEFONIA;;Cotação;;Boleto;40 und | Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud White;3234384027;40;VENDEDOR D
880476;EMPRESA 74;01/11/2021;;01/11/2021;01/11/2021;34187,1;Projeto em andamento;NV - 0014404;Revenda;;TELEFONIA;;Cotação;;Boleto;30 und | Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Preto;2969966925;30;VENDEDOR D
880476;EMPRESA 74;01/11/2021;;01/11/2021;01/11/2021;49741,6;Projeto em andamento;NV - 0014399;Revenda;;TELEFONIA;;Cotação;;Boleto;80 und | Smartphone Samsung Galaxy A02s 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Tripla + Selfie 5MP - Vermelho;2655734751;80;VENDEDOR D
880476;EMPRESA 74;01/11/2021;;01/11/2021;01/11/2021;96041,4;Projeto em andamento;NV - 0014403;Revenda;;TELEFONIA;;Cotação;;Boleto;140 und | Smartphone Samsung Galaxy A03s 64GB 4G Wi-Fi Tela 6,5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 5MP - Preto;3687308588;140;VENDEDOR D
880476;EMPRESA 74;01/11/2021;;01/11/2021;01/11/2021;161096,25;Projeto em andamento;NV - 0014405;Revenda;;TELEFONIA;;Cotação;;Boleto;95 und | Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Navy;3234381205;95;VENDEDOR D
880476;EMPRESA 74;01/11/2021;;01/11/2021;01/11/2021;16357,5;Projeto em andamento;NV - 0014406;Revenda;;TELEFONIA;;Cotação;;Boleto;30 und | Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul;2891924169;30;VENDEDOR D
880468;EMPRESA 75;01/11/2021;;01/11/2021;01/11/2021;52990;Projeto em andamento;NV - 0014395;Revenda;;PC GAMER;;Cotação;;Cartão de Crédito;14 und | Notebook Lenovo Ultrafino Ideapad;2751079813;14;VENDEDOR D
857746;EMPRESA 76;25/08/2021;;24/08/2021;25/08/2021;1280,59;Projeto em andamento;NV - 0012195;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;"Tablet Samsung Galaxy A7 64GB Wi-Fi Tela 10.4"" Octa-Core 2.0GHz - Grafite";2098828294;1;VENDEDOR A
862553;EMPRESA 77;16/09/2021;;;21/09/2021;10003,11;Congelada;NV - 0012842;Revenda;;BELEZA & SAUDE;;Cotação;;;Depilador Elétrico Philips BRE285/00 Removedor com 07 Acessórios 2 velocidades Bivolt;707375332;39;VENDEDOR B
815763;EMPRESA 78;27/04/2021;;;28/04/2021;23699,94;Congelada;NV - 0009609;;;PC GAMER;;Cotação;;;6 itens - pit 1772549028;;;VENDEDOR C
874131;EMPRESA 79;19/10/2021;;29/10/2021;03/11/2021;36500;Projeto em andamento;NV - 0013758;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV LG 65"" 4K UHD 65UP7550 Wi-Fi Bluetooth HDR Inteligência";3280454436;10;VENDEDOR D
874131;EMPRESA 79;19/10/2021;;29/10/2021;03/11/2021;59999,8;Projeto em andamento;NV - 0013760;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV LED 55'' Philips 55PUG6794 4K Ultra HD AMBILIGHT 3 lados HDR10+ Dolby Vision Dolby Atmos Bluetooth Wifi 3 HDMI 2 USB - Prata;1466785268;20;VENDEDOR D
874131;EMPRESA 79;19/10/2021;;29/10/2021;03/11/2021;41999,9;Projeto em andamento;NV - 0013759;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV 70'' Philips 70PUG7625/78 4K UHD P5 HDR10+ Dolby Vision;2737032277;10;VENDEDOR D
874131;EMPRESA 79;19/10/2021;;29/10/2021;03/11/2021;120000;Projeto em andamento;NV - 0013761;Revenda;;ELETRONICOS (TVs);;Cotação;;Boleto;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita;1441079560;50;VENDEDOR D
874115;EMPRESA 80;19/10/2021;;15/10/2021;19/10/2021;244828,42;Projeto em andamento;NV - 0013757;Revenda;;PCS;;Cotação;;Boleto;"83 und | Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3171318144;83;VENDEDOR D
862550;EMPRESA 81;16/09/2021;;;22/10/2021;10107,24;Congelada;NV - 0012841;Revenda;;BRINQUEDOS;;Cotação;;;Boneca Barbie Mattel Sereia Brilhante GFL82;134193872;76;VENDEDOR B
947828;EMPRESA 82;28/03/2022;;;19/04/2022;500;Congelada;NV - 0021068;Uso e consumo;;ALIMENTOS;;;;;;0;;VENDEDOR E
828662;EMPRESA 83;07/06/2021;;16/07/2021;19/07/2021;34185;Projeto em andamento;NV - 0010194;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;Quant. 25 | cód. 2529730863 | Notebook Multilaser PC131 Legacy Cloud Intel Atom Z8350 2GB 32GB W10 14'';;25;VENDEDOR G
820283;EMPRESA 84;13/05/2021;;14/05/2021;14/05/2021;22100;Congelada;NV - 0009896;;;"ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;"4 unidades do produto 3069509067 (Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites. )";;4;VENDEDOR H
820283;EMPRESA 84;13/05/2021;;14/05/2021;14/05/2021;26400;Congelada;NV - 0009897;;;"ELETRONICOS (TVs); TELEFONIA";;Cotação;;Faturado;"3 unidades do produto 2290964051 (iPhone 12 Pro Apple (512GB) Dourado tela 6,1"" Câmera tripla 12MP iOS)";;3;VENDEDOR H
947846;EMPRESA 85;28/03/2022;;;01/04/2022;2700;Congelada;NV - 0021071;Uso e consumo;;CONSTRUÇÃO & FERRAMENTAS - JARDIM;;Cotação;;;Banco Wanda Armação Cromada com Assento Napa Jeans - Orb + Bernardo Senna;0;15;VENDEDOR E
855099;EMPRESA 86;18/08/2021;;;30/08/2021;11988;Congelada;NV - 0011924;;;TABLETS;;Cotação;;;"Tablet Samsung Galaxy A T290 32GB Tela 8"" Android Quad-Core 2GHz - Preto";160544429;12;VENDEDOR B
855099;EMPRESA 86;18/08/2021;;;30/08/2021;28787,88;Congelada;NV - 0011942;;;TABLETS;;Cotação;;;"Tablet Samsung Galaxy S6 Lite 64GB Wi-Fi 4G Tela 10.4"" Android Octa-Core - Cinza";1720331801;12;VENDEDOR B
816163;EMPRESA 87;27/04/2021;;;04/05/2021;27899,9;Congelada;NV - 0009612;;;PC GAMER;;Cotação;;;10 itens - pit 2317561965;;;VENDEDOR C
816163;EMPRESA 87;27/04/2021;;;04/05/2021;26367;Congelada;NV - 0009628;;;PC GAMER;;Cotação;;;"3 itens - pit 2290964131 (	iPhone 12 Pro Max Apple (128GB) Grafite tela 6,7"" Câmera tripla 12MP)";;;VENDEDOR C
855102;EMPRESA 88;18/08/2021;;;13/09/2021;23045;Congelada;NV - 0011926;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Motorola Moto G 5G 128GB Tela 6.7'' Dual Chip 6GB RAM Câmera Tripla + Selfie 16MP - Prata Prisma;2626418759;11;VENDEDOR B
870825;EMPRESA 74;13/10/2021;;07/10/2021;13/10/2021;76459,5;Projeto em andamento;NV - 0013589;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;50 und | Smartphone Moto G60 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Champagne;3171319323;50;VENDEDOR D
870825;EMPRESA 74;13/10/2021;;07/10/2021;13/10/2021;10898,6;Projeto em andamento;NV - 0013591;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;20 und | Smartphone Motorola Moto E6i 32GB 4G Wi-Fi Tela 6.1'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Pink;2910438431;20;VENDEDOR D
870825;EMPRESA 74;13/10/2021;;07/10/2021;13/10/2021;12340,4;Projeto em andamento;NV - 0013590;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;10 und | Galaxy Watch 3 45mm Lte - Preto;1902702511;10;VENDEDOR D
870825;EMPRESA 74;13/10/2021;;07/10/2021;13/10/2021;42677,5;Projeto em andamento;NV - 0013593;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;250 und | Smartband Samsung Galaxy Fit2 Display de 1.1' Amoled Colorido – Preto;2120880778;250;VENDEDOR D
870825;EMPRESA 74;13/10/2021;;07/10/2021;13/10/2021;49792,5;Projeto em andamento;NV - 0013594;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;125 und | Samsung Galaxy Buds 2 - Preto;3754679460;125;VENDEDOR D
870825;EMPRESA 74;13/10/2021;;07/10/2021;13/10/2021;49792,5;Projeto em andamento;NV - 0013595;Revenda;;"RELÓGIOS; TELEFONIA; WEARABLE";;Cotação;;Boleto;125 und | Samsung Galaxy Buds 2 - Branco;3754679478;125;VENDEDOR D
950563;EMPRESA 89;04/04/2022;;;29/04/2022;16000;Congelada;NV - 0021326;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;;0;;VENDEDOR B
936639;EMPRESA 90;22/02/2022;;;16/03/2022;3083,53;Congelada;NV - 0019998;Uso e consumo;;TELEFONIA;;Cotação;;;Apple AirPods com Estojo de Recarga MagSafe;4241854859;1;VENDEDOR E
936639;EMPRESA 90;22/02/2022;;;16/03/2022;2698,2;Congelada;NV - 0020577;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP;2969966917;2;VENDEDOR E
849543;EMPRESA 91;02/08/2021;;;23/03/2022;616727,27;Apresentação;NV - 0011465;;;;;;;;;11111;900;VENDEDOR I
849543;EMPRESA 91;02/08/2021;;;23/03/2022;478002;Apresentação;NV - 0011885;;;;;;;;599 Celulares A02s;2655735104;599;VENDEDOR I
849542;EMPRESA 92;02/08/2021;;;17/08/2021;184798,68;Congelada;NV - 0011464;;;ELETRONICOS (TVs);;Cotação;;;"Produto: 3064506166 | Smart TV Philco 32"" PTV32N5SE10H LED HD Conversor Digital 2 HDMI 2 USB Wi-Fi com Netflix e Mais Aplicativos";3064506166;132;VENDEDOR D
849545;EMPRESA 93;02/08/2021;;;20/03/2022;252200,9;Congelada;NV - 0011467;;;;;;;;IPADS;3518165176;7;VENDEDOR J
849545;EMPRESA 93;02/08/2021;;;20/03/2022;17901,66;Congelada;NV - 0011468;;;;;;;;MACBOOK;1756004538;;VENDEDOR J
839559;EMPRESA 94;05/07/2021;;;16/07/2021;3991,85;Congelada;NV - 0010839;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Quant. 1955 | Cód. 3420661745| Computador Think M70q I3-10100t/4gb/hd1tb/windows 10 Pro - 11du001tbp Lenovo;;1;VENDEDOR G
839559;EMPRESA 94;05/07/2021;;;16/07/2021;4177,8;Congelada;NV - 0010841;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Quant. 1955 | Cód. 3164013158 | COMPUTADOR INTEL CORE i3 10100T 4GB 500GB WINDOWS 10 PRO M70Q LENOVO;;1;VENDEDOR G
839559;EMPRESA 94;05/07/2021;;;16/07/2021;5131,93;Congelada;NV - 0010843;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Quant. 1955 | Cód. 3406934831 | Desktop Lenovo M70Q TINY I3-10100T 4GB 256 W10P 11DU0024BP;;1;VENDEDOR G
839559;EMPRESA 94;05/07/2021;;;16/07/2021;784,66;Congelada;NV - 0010844;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Cód. 2449486784 | Monitor Led 21.5 Tn 22trs-xie Fhd 75hz Preto Widescreen;;1;VENDEDOR G
839559;EMPRESA 94;05/07/2021;;;16/07/2021;981,25;Congelada;NV - 0010845;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Cód. 1518978564 | Monitor 21,5 Led Vga/hdmi V226hql Acer;;1;VENDEDOR G
820297;EMPRESA 95;13/05/2021;;;25/05/2021;805000;Congelada;NV - 0009899;;;PCS;;Cotação;;;"50 unidades do modelo iMac 27"" Tela Retina 5K Intel Core I5 (8GB 256GB SSD) (Cód.1919099982)";;50;VENDEDOR G
857992;EMPRESA 96;26/08/2021;;30/08/2021;27/10/2021;8978,16;Projeto em andamento;NV - 0012230;;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Preto;2969966925;7;VENDEDOR B
936644;EMPRESA 97;22/02/2022;;;24/03/2022;4000;Congelada;NV - 0020002;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;Faturado;46 unidades de impressora Térmica Não fiscal EPSON TM-T20 USB;0;46;VENDEDOR F
950586;EMPRESA 98;04/04/2022;;;12/05/2022;2143,39;Fechada e Perdida;NV - 0021332;Uso e consumo;;AUTOMOTIVO;Cliente - Estoque - perda de estoque;Cotação;;;;0;;VENDEDOR F
936652;EMPRESA 99;22/02/2022;;;15/03/2022;2000;Congelada;NV - 0020010;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Diversos;0;1;VENDEDOR F
936648;EMPRESA 100;22/02/2022;;;24/03/2022;5000;Congelada;NV - 0020006;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;;Diversos;0;1;VENDEDOR F
936645;EMPRESA 101;22/02/2022;;;15/03/2022;484,49;Congelada;NV - 0020003;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Forno micro-ondas Electrolux MTD30 20 litros 220v;0;1;VENDEDOR E
963395;EMPRESA 102;23/05/2022;;;24/05/2022;6500;Fechada e Perdida;NV - 0023187;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;BID Não Atendido 100%;Cotação;;;;0;;VENDEDOR E
936650;EMPRESA 97;22/02/2022;;;15/03/2022;2000;Congelada;NV - 0020008;Uso e consumo;;AUDIO;;Cotação;;Faturado;2 Microfone Condensador Sem Fio De Lapela Uhf Unidirecional OU Microfone lapela TSI;0;2;VENDEDOR E
828660;EMPRESA 103;07/06/2021;;;09/06/2021;20599,98;Congelada;NV - 0010193;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"Quant. 2 | cód. 1773766542 | iMac Apple 21,5"" Tela Retina 4K Intel Core I5 (8GB 1TB)";;2;VENDEDOR C
875041;EMPRESA 104;21/10/2021;;;29/10/2021;73780;Congelada;NV - 0013857;Uso e consumo;;PCS;;Cotação;;Cartão de Crédito;Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris X...;3081358919;20;VENDEDOR D
875041;EMPRESA 104;21/10/2021;;;29/10/2021;73999,8;Congelada;NV - 0013858;Uso e consumo;;PCS;;Cotação;;Cartão de Crédito;Notebook Acer A515-54-53VN Intel Core i5-10210U 8GB 256GB SSD W10 15.6..;3735745011;20;VENDEDOR D
950619;EMPRESA 99;04/04/2022;;;29/04/2022;3500;Congelada;NV - 0021337;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;VENDEDOR B
947548;EMPRESA 105;28/03/2022;;;28/03/2022;5576,67;Congelada;NV - 0021019;Uso e consumo;;ALIMENTOS;;Cotação;;;Notebook Gamer Acer Nitro 5 Intel;0;;VENDEDOR E
828656;EMPRESA 106;07/06/2021;;;11/06/2021;4949,5;Congelada;NV - 0010181;;;CONSOLES & GAMES;;Cotação;;Boleto;Quant. 50 | cód. 102008885 | Conversor Receptor De Tv Digital Imagevox Full Hd Adv-isdbt;;50;VENDEDOR B
828656;EMPRESA 106;07/06/2021;;;11/06/2021;2380;Congelada;NV - 0010184;;;CONSOLES & GAMES;;Cotação;;Boleto;Quant. 20 | cód. 20 | Kit Conversor Digital Imagevox E Antena Interna Dtv-100p;;20;VENDEDOR B
828656;EMPRESA 106;07/06/2021;;;11/06/2021;6198;Congelada;NV - 0010187;;;CONSOLES & GAMES;;Cotação;;Boleto;Quant. 20 | cód. 133746746 | Controle Sem Fio Dualshock 4 Preto - PS4;;20;VENDEDOR B
938346;EMPRESA 99;09/03/2022;;;15/03/2022;400;Congelada;NV - 0020273;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;Faturado;cafeteira;0;1;VENDEDOR E
870827;EMPRESA 107;13/10/2021;;13/10/2021;22/10/2021;17912,6;Projeto em andamento;NV - 0013592;Revenda;;TELEFONIA;;Cotação;;Cartão de Crédito;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;5;VENDEDOR A
950636;EMPRESA 108;04/04/2022;;;28/04/2022;300;Congelada;NV - 0021339;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;;0;;VENDEDOR F
841383;EMPRESA 109;12/07/2021;;;02/08/2021;20782,4;Congelada;NV - 0010988;;;AUDIO;;Cotação;;Boleto;Cód.2639573627 |  Fone De Ouvido Sem Fio Bluetooth Xiaomi Redmi Airdots S Original;;160;VENDEDOR D
841383;EMPRESA 109;12/07/2021;;;02/08/2021;22374,4;Congelada;NV - 0011125;;;AUDIO;;Cotação;;Boleto;Produto: 3019411352 | Fone De Ouvido Xiaomi Redmi Airdots Bluetooth 5.0 Sem Fio;;160;VENDEDOR D
839376;EMPRESA 110;05/07/2021;;;27/07/2021;27979,8;Congelada;NV - 0010827;;;ELETRONICOS (TVs);;Cotação;;Boleto;Quant. 20 | Cód. 134444782 |Smart TV Led 32'' LG 32LM625 HD Thinq AI Conversor Digital Integrado 3 HDMI 2 USB Wi-Fi;;20;VENDEDOR B
857933;EMPRESA 111;26/08/2021;;19/08/2021;27/08/2021;531,16;Projeto em andamento;NV - 0012220;;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;LUMINARIA DE EMERGENCIA 30 LED RECARREGAVEL BIVOLT INTELBRAS;1519195684;28;VENDEDOR A
857933;EMPRESA 111;26/08/2021;;19/08/2021;27/08/2021;1470;Projeto em andamento;NV - 0012221;;;UTILIDADES DOMESTICAS;;Cotação;;Boleto;CENTRAL DE INCENDIO ENDERECAVEL CIE 1125;1449521025;1;VENDEDOR A
841440;EMPRESA 112;13/07/2021;;14/07/2021;23/07/2021;199509,9;Projeto em andamento;NV - 0010997;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Cód.1756004538 | MacBook Pro Apple 16'' Intel Core i7 (16GB 512GB SSD) Cinza-Espacial;;10;VENDEDOR D
862679;;16/09/2021;;16/09/2021;16/09/2021;6209,54;Projeto em andamento;NV - 0012855;Uso e consumo;;PC GAMER;;Cotação;;Boleto;Ssd Kingston A400 240GB - 500mb/s para Leitura e 350mb/s para Gravação - Sa400s37;133764418;23;VENDEDOR B
977231;EMPRESA 113;26/10/2022;;;26/10/2022;2100;Cotando;NV - 0028748;Uso e consumo;Caixa Off;UTILIDADES DOMESTICAS;;Cotação;;Boleto;;0;;VENDEDOR J
870848;EMPRESA 114;13/10/2021;;;27/10/2021;87486,96;Congelada;NV - 0013611;Revenda;;TELEFONIA;;Cotação;;;"iPhone 12 Pro Apple (256GB) Prateado tela 6,1"" Câmera tripla 12MP iOS";2290966515;12;VENDEDOR D
929588;EMPRESA 115;07/02/2022;;;14/02/2022;11757,27;Congelada;NV - 0019095;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;;Notebook Dell Inspiron I15-3501-A46P Intel Core I5;3716186496;3;VENDEDOR E
870844;EMPRESA 116;13/10/2021;;;19/10/2021;17877,64;Congelada;NV - 0013606;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;Ar Condicionado Portátil Olimpia Splendid Dolceclima Silent 12.000 BTUs 127V;4004256732;4;VENDEDOR A
839377;EMPRESA 117;05/07/2021;;04/08/2021;05/08/2021;15979,96;Projeto em andamento;NV - 0010828;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"Quant. 4 | Cód. 3018301872  | Notebook Lenovo Ideapad S145, Ryzen R7, Tela 15.6"" Full HD, 8GB, 512GB SSD, Ultrafino, AMD Radeon RX Vega 10, Windows, Prata";;4;VENDEDOR B
922566;EMPRESA 118;25/01/2022;;;08/02/2022;15760,71;Congelada;NV - 0018294;Uso e consumo;;TELEFONIA;;Cotação;;;iPhone 12 Apple 64GB iOS 5G Wi-Fi Tela 6.1'' Câmera 12MP - Azul;3591024468;3;VENDEDOR B
957277;EMPRESA 119;25/04/2022;;;05/05/2022;4500;Congelada;NV - 0022010;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;VENDEDOR E
922565;EMPRESA 120;25/01/2022;;;01/02/2022;2564,99;Congelada;NV - 0018293;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV LG 50"" 4K UHD 50UP751C";4350753686;1;VENDEDOR E
854845;EMPRESA 121;17/08/2021;;;15/09/2021;63280;Congelada;NV - 0011901;Revenda;;TABLETS;;Cotação;;Boleto;"Tablet Samsung Galaxy A7 64GB Wi-Fi Tela 10.4"" Octa-Core 2.0GHz - Grafite";2098828294;50;VENDEDOR D
849697;EMPRESA 122;02/08/2021;;;10/08/2021;7500;Congelada;NV - 0011474;;;ELETROPORTÁTEIS;;Cotação;;;Produto: 1698730750 | Multiprocessador Pmp1500v Turbo 127v - Philco;;30;VENDEDOR B
849697;EMPRESA 122;02/08/2021;;;10/08/2021;21245,11;Congelada;NV - 0011475;;;ELETROPORTÁTEIS;;Cotação;;;Produto: 128834696 | Secador Cabelos Ph3700 Pink - Philco;;200;VENDEDOR B
858230;EMPRESA 123;27/08/2021;;30/08/2021;27/10/2021;19399,88;Projeto em andamento;NV - 0012276;;;ELETRONICOS (TVs);;Cotação;;Boleto;"Android Tv Led 43"" Tcl 43s6500 Bluetooth, Controle Remoto Com Comando De Voz E Google Assistant";134256010;10;VENDEDOR B
938234;EMPRESA 124;08/03/2022;;;29/03/2022;2000;Congelada;NV - 0020260;Uso e consumo;;AUDIO;;Cotação;;;Diversos;0;1;VENDEDOR K
863294;EMPRESA 125;17/09/2021;;;01/10/2021;8219,94;Congelada;NV - 0012928;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;"Smart TV LED 32"" Panasonic TC-32FS500B";1903221541;6;VENDEDOR D
