Oportunidade: Nº da Oportunidade;Empresa;Data de criação;Data de envio proposta;Data de Fechada e Ganha;Data da última modificação;Valor;Fase Comercial;Nome de Nova Venda;Finalidade;Origem;Departamento(s) da oportunidade;Motivo Perdido;Tipo de venda;ERP;Forma de Pagamento;Observações;SKU;Quantidade de itens da cotação;Vendedor
924645;2429;28/01/2022;28/01/2022;;10/02/2022;27199,83;Congelada;NV - 0018555;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"Smart TV LG 32"" HD 32LM627B Wi-Fi Bluetooth HDR Thinqai Compatível Com...";3397039931;17;C
925001;2430;28/01/2022;28/01/2022;;04/02/2022;2146,99;Congelada;NV - 0018594;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Refrigerador Consul Facilite CRB39 342 Litros Compartimento Extra Frio Branco 220v;5102731;1;K
919140;2215;18/01/2022;28/01/2022;;28/01/2022;40;Congelada;NV - 0018043;Uso e consumo;;BELEZA & SAUDE;;Cotação;;Faturado;Álcool em Gel 70% Antisséptico Siles 440g kit com 10 Unidades;4326158262;2;R
924842;99;28/01/2022;28/01/2022;;16/02/2022;3514,99;Congelada;NV - 0018574;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Lava e Seca Samsung 3 em 1 WD4000 Ecobubble e Lavagem a Seco WD11M4453JW Branca 11/7 kg - 110v;1479893882;1;K
924829;99;28/01/2022;28/01/2022;;16/02/2022;4649;Congelada;NV - 0018573;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 22000 BTUs WindFree Quente/Frio AR24TSHCBWKNAZ - 220v;2615393509;1;K
924824;99;28/01/2022;28/01/2022;;16/02/2022;3299,99;Congelada;NV - 0018572;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV 55"" UHD Samsung 4k 55AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In";3069509649;1;K
925019;1601;28/01/2022;28/01/2022;28/01/2022;28/01/2022;150542,1;Projeto em andamento;NV - 0018604;Revenda;;PCS;;Cotação;;Boleto;Notebook Samsung Intel Core i5-1135G7 8GB 1TB W11 15,6'' NP550XDA-KH4BR - Branco;4100902829;45;G
919197;2186;18/01/2022;28/01/2022;;28/01/2022;3799;Congelada;NV - 0018053;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 18000 BTUs WindFree Quente/Frio AR18TSHCBWKNAZ - 220v;2407778068;1;R
924386;2431;27/01/2022;28/01/2022;;29/11/2022;3799;Congelada;NV - 0018537;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 18000 BTUs WindFree Quente/Frio AR18TSHCBWKNAZ - 220v;2407778068;1;F
924386;2431;27/01/2022;28/01/2022;;29/11/2022;4649;Congelada;NV - 0018590;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 22000 BTUs WindFree Quente/Frio AR24TSHCBWKNAZ - 220v;2615393509;1;F
924416;569;27/01/2022;28/01/2022;;16/02/2022;12498,99;Congelada;NV - 0018544;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart Tv 85"" Crystal UHD Samsung 4k 85AU8000 Painel Dynamic Crystal Color Design Slim Tela Sem Limites";3069507934;1;E
924416;569;27/01/2022;28/01/2022;;16/02/2022;25,99;Congelada;NV - 0018545;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Suporte Fixo para TV de 14"" a 85"" - Preto";1846044103;2;E
923689;1001;26/01/2022;28/01/2022;04/02/2022;04/02/2022;10054,94;Projeto em andamento;NV - 0018456;Uso e consumo;;"ELETRONICOS (TVs); MÓVEIS - SALA DE ESTAR, SALA DE JANTAR E BAR";;Cotação;;Faturado;"Smart TV 43"" Led Semp Roku R5500 FHD Wifi Dual Band 3 HDMI 1 USB com Controle por Aplicativo";3953974584;5;E
923689;1001;26/01/2022;28/01/2022;04/02/2022;04/02/2022;129,95;Projeto em andamento;NV - 0018457;Uso e consumo;;"ELETRONICOS (TVs); MÓVEIS - SALA DE ESTAR, SALA DE JANTAR E BAR";;Cotação;;Faturado;"Suporte Fixo para TV de 14"" a 85"" - Preto";2655733125;5;E
924697;2432;28/01/2022;28/01/2022;02/02/2022;03/02/2022;1401,99;Projeto em andamento;NV - 0018558;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV LED 32"" Philco PTV32G52S HD e Áudio Dolby Conversor Digital Integrado 2 HDMI 1 USB Wi-Fi com Netflix";1322119477;1;E
924697;2432;28/01/2022;28/01/2022;02/02/2022;03/02/2022;28488,8;Projeto em andamento;NV - 0018559;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;Smart TV AOC Roku LED 43'' 43S5195/78 com Wi-Fi Full HD 3 HDMI 1 USB com Controle Remoto com atalhos Roku Mobile Miracast,;1515649360;13;E
924697;2432;28/01/2022;28/01/2022;02/02/2022;03/02/2022;12824,95;Projeto em andamento;NV - 0018560;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV LG 50"" 4K UHD 50UP751C";4350753678;5;E
924697;2432;28/01/2022;28/01/2022;02/02/2022;03/02/2022;3019,98;Projeto em andamento;NV - 0018561;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;1441079560;1;E
924697;2432;28/01/2022;28/01/2022;02/02/2022;03/02/2022;5899,99;Projeto em andamento;NV - 0018562;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV 75"" UHD Samsung 4k 75AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In";3069509542;1;E
924716;254;28/01/2022;28/01/2022;28/01/2022;22/02/2022;13615,95;Projeto em andamento;NV - 0018566;Uso e consumo;;ELETRONICOS (TVs);;;;Faturado;"Smart TV 55"" UHD Samsung 4k 55AU7700";3069509649;4;K
924716;254;28/01/2022;28/01/2022;28/01/2022;22/02/2022;18839,95;Projeto em andamento;NV - 0018567;Uso e consumo;;ELETRONICOS (TVs);;;;Faturado;"Smart TV 65"" UHD Samsung";3069510501;4;K
924249;2433;27/01/2022;28/01/2022;28/01/2022;28/01/2022;5716,4;Congelada;NV - 0018508;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Smartphone Motorola Moto G20 128GB - CLIENTE QUERIA G10;3805072757;4;K
924282;254;27/01/2022;28/01/2022;;04/02/2022;1599,99;Congelada;NV - 0018519;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;Smart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR para Brilho e Contraste com Plataforma Tizen 2 HDMI 1 USB - Preta;1618074634;1;K
924274;2434;27/01/2022;28/01/2022;;04/02/2022;20888,89;Congelada;NV - 0018517;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV AOC Roku LED 43'' 43S5195/78 com Wi-Fi Full HD 3 HDMI 1 USB c...;1515649360;11;K
921053;2435;21/01/2022;28/01/2022;;10/02/2022;759998;Congelada;NV - 0018187;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"Notebook Samsung Intel Core i5-1135G7 8GB 256GB SSD W11 15,6"" NP550XDA...";4100901640;200;F
926393;97;01/02/2022;28/01/2022;01/02/2022;01/02/2022;220,96;Projeto em andamento;NV - 0018751;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Batedeira Mondial Prática B-44-R 3,6L 3 Velocidades 400w Vermelha;1654947842;2;E
921194;207;21/01/2022;31/01/2022;;11/02/2022;3319,98;Congelada;NV - 0019443;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV 55"" UHD Samsung 4k 55AU7700 Processador Crystal 4k Tela Sem Limites";3069509649;1;F
927287;2436;02/02/2022;31/01/2022;01/02/2022;17/02/2022;1920;Projeto em andamento;NV - 0018870;Revenda;;LIVROS;;Cotação;;Cartão de Crédito;Livro - O poder da autorresponsabilidade: Livro de bolso: A ferramenta...;133168739;300;G
927317;1272;02/02/2022;31/01/2022;02/02/2022;02/02/2022;67455;Projeto em andamento;NV - 0018875;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Preto;2969966925;50;G
927317;1272;02/02/2022;31/01/2022;02/02/2022;02/02/2022;67455;Projeto em andamento;NV - 0018878;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Violeta;2969968357;50;G
927317;1272;02/02/2022;31/01/2022;02/02/2022;02/02/2022;134910;Projeto em andamento;NV - 0018879;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Azul;2969966685;100;G
927317;1272;02/02/2022;31/01/2022;02/02/2022;02/02/2022;107500;Projeto em andamento;NV - 0018880;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A72 128GB 4G Wi-Fi Tela 6.7'' Dual Chip 6GB RAM Câmera Quádrupla + Selfie 32MP - Preto;2937116395;50;G
927522;2437;02/02/2022;31/01/2022;02/02/2022;02/02/2022;76570;Projeto em andamento;NV - 0018917;Revenda;;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Preto;4342102701;130;G
927522;2437;02/02/2022;31/01/2022;02/02/2022;02/02/2022;175370;Projeto em andamento;NV - 0018918;Revenda;;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Azul;2969966685;130;G
923645;569;26/01/2022;31/01/2022;08/04/2022;08/04/2022;21084,24;Projeto em andamento;NV - 0018453;Uso e consumo;;TABLETS;;Cotação;;Faturado;"Tablet Samsung Galaxy Tab S7 FE 128GB 4G Tela 12.4""";3420720389;6;E
927476;2438;02/02/2022;31/01/2022;02/02/2022;08/02/2022;1230;Projeto em andamento;NV - 0018905;Uso e consumo;;VALE PRESENTE;;Cotação;;Faturado;Vale Presente;999999999;1;S
926671;2252;01/02/2022;31/01/2022;01/02/2022;22/02/2022;949,99;Projeto em andamento;NV - 0018790;Uso e consumo;;ELETRONICOS (TVs);;;;Faturado;Monitor SE2216H LCD LED Full HD 21,5;129679165;1;K
926743;2249;01/02/2022;31/01/2022;01/02/2022;22/02/2022;2009,93;Projeto em andamento;NV - 0018801;Uso e consumo;;ELETROPORTÁTEIS;;;;Faturado;Kit Liquidificador 900W + Batedeira 4L + Espremedor 1,5L Lemon Black;1641894286;6;K
926851;2234;01/02/2022;31/01/2022;01/02/2022;01/02/2022;2712;Projeto em andamento;NV - 0018832;Revenda;;ELETROPORTÁTEIS;;Cotação;;Boleto;Cafeteira Elétrica Philco PH30 Temp 1,5L Preto e Aço Escovado - 127v;124292383;12;G
926851;2234;01/02/2022;31/01/2022;01/02/2022;01/02/2022;5424;Projeto em andamento;NV - 0018833;Revenda;;ELETROPORTÁTEIS;;Cotação;;Boleto;Cafeteira Elétrica Philco PH30 Temp 1,5L Preto e Aço Escovado - 220v;124292391;24;G
922834;2439;25/01/2022;31/01/2022;10/03/2022;10/03/2022;1009,25;Projeto em andamento;NV - 0018678;Uso e consumo;;ELETRONICOS (TVs);;;;;Frigobar Philco PFG85PL Inox 67L;134589738;1;F
922834;2439;25/01/2022;31/01/2022;10/03/2022;10/03/2022;494,98;Projeto em andamento;NV - 0018679;Uso e consumo;;ELETRONICOS (TVs);;;;;Forno micro-ondas Electrolux MTO30 Branco 20L;2399170457;1;F
922834;2439;25/01/2022;31/01/2022;10/03/2022;10/03/2022;2819,98;Projeto em andamento;NV - 0018680;Uso e consumo;;ELETRONICOS (TVs);;;;;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In";3069506190;1;F
924929;2440;28/01/2022;31/01/2022;;04/02/2022;3599,99;Congelada;NV - 0018581;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"Smart Tv LG 55"" 55UN7310 4K UHD Wif";1803891185;1;E
924929;2440;28/01/2022;31/01/2022;;04/02/2022;2599,99;Congelada;NV - 0018584;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"1 Monitor LED 27"" LG 27ul500";134444811;1;E
924929;2440;28/01/2022;31/01/2022;;04/02/2022;1029,98;Congelada;NV - 0018585;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Cadeira Gamer Azul Reclinável e Giratória GT9 - DPX;134577454;1;E
924929;2440;28/01/2022;31/01/2022;;04/02/2022;2619,98;Congelada;NV - 0018586;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Console Xbox Series S 500gb Ssd;2117190565;1;E
924928;93;28/01/2022;31/01/2022;;31/01/2022;3360,5;Congelada;NV - 0018580;Uso e consumo;;LIVROS;;Cotação;;Faturado;Livro - Descubra Seus Pontos Fortes 2.0;134426939;50;C
924961;569;28/01/2022;31/01/2022;15/03/2022;15/03/2022;1681,99;Projeto em andamento;NV - 0018587;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Britânia 12000 BTUs;4339658784;1;F
924961;569;28/01/2022;31/01/2022;15/03/2022;15/03/2022;3299,99;Projeto em andamento;NV - 0018588;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 18000 BTUs;2407778068;1;F
924961;569;28/01/2022;31/01/2022;15/03/2022;15/03/2022;1799,99;Projeto em andamento;NV - 0018589;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Philco 9000 BTUs PAC9000ITFM9W Frio - 220v;2189095031;1;F
924993;4;28/01/2022;31/01/2022;04/02/2022;04/02/2022;1196,91;Projeto em andamento;NV - 0018591;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;9 Liquidificador Turbo Black Inox 127v;132774825;9;C
924993;4;28/01/2022;31/01/2022;04/02/2022;04/02/2022;3272,76;Projeto em andamento;NV - 0018592;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;9 Fritadeira Sem Óleo Britânia Air Fry;133269804;9;C
924993;4;28/01/2022;31/01/2022;04/02/2022;04/02/2022;1538,91;Projeto em andamento;NV - 0018595;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;9 ASPIRADOR PO MONDIAL 110V;133864700;9;C
924993;4;28/01/2022;31/01/2022;04/02/2022;04/02/2022;1368,27;Projeto em andamento;NV - 0018593;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;9 Cafeteira Dolce Arome Inox 127v -;133817778;9;C
924993;4;28/01/2022;31/01/2022;04/02/2022;04/02/2022;1454,13;Projeto em andamento;NV - 0018596;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;9 Panela De Arroz Ph5b;134497032;9;C
924993;4;28/01/2022;31/01/2022;04/02/2022;04/02/2022;994,5;Projeto em andamento;NV - 0018597;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;9 Churrasqueira Elétrica Pratc Steak;133863811;9;C
924898;1887;28/01/2022;31/01/2022;;08/02/2022;1955,1;Congelada;NV - 0018579;Uso e consumo;;TABLETS;;Cotação;;Faturado;"Tablet Samsung Galaxy A T295 32GB 4G Tela 8"" Android Quad-Core 2GHz, 2GB RAM, Câmera 8MP AF + 2MP - Preto";160543101;2;C
925010;364;28/01/2022;31/01/2022;01/02/2022;22/02/2022;23360;Projeto em andamento;NV - 0018598;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;20 Smartphone Samsung Galaxy A22 128GB;3506791612;20;E
925028;2404;28/01/2022;31/01/2022;12/07/2022;12/07/2022;0;Fechada e Perdida;NV - 0018609;Uso e consumo;;TELEFONIA;Cliente - Estoque - falta de produto;Cotação;;;5 Galaxy Tab SM;3420573366;5;K
925028;2404;28/01/2022;31/01/2022;12/07/2022;12/07/2022;0;Fechada e Perdida;NV - 0018608;Uso e consumo;;TELEFONIA;Cliente - Estoque - falta de produto;Cotação;;;51 Samsung XCover;133797439;51;K
925024;4;28/01/2022;31/01/2022;02/02/2022;22/02/2022;2032,99;Projeto em andamento;NV - 0018607;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;1 GELADEIRA 240L 110V;111957462;1;K
925023;4;28/01/2022;31/01/2022;07/02/2022;22/02/2022;2052,98;Projeto em andamento;NV - 0018605;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;1 Geladeira/Refrigerador Electrolux DC35A Branca 260L Cycle Defrost - 110v;111957462;;F
925023;4;28/01/2022;31/01/2022;07/02/2022;22/02/2022;494,98;Projeto em andamento;NV - 0018606;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;1 MICROONDAS 20L 110V;2399170457;1;F
924400;2441;27/01/2022;31/01/2022;;31/01/2022;1279;Congelada;NV - 0018540;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Frigobar Philco 123 Litros Branco PFG125B – 127 Volts;4354086251;1;F
924400;2441;27/01/2022;31/01/2022;;31/01/2022;2613,63;Congelada;NV - 0018541;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Geladeira Electrolux TF39 Frost Free 2 Portas 310l - 220V;1210547063;1;F
924400;2441;27/01/2022;31/01/2022;;31/01/2022;3039,99;Congelada;NV - 0018542;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Geladeira Brastemp Frost Free 400 litros - BRM54 Branco - 110v;132718727;1;F
924415;97;27/01/2022;31/01/2022;;04/02/2022;16199,46;Congelada;NV - 0018543;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ventilador de Teto Mondial Maxi Air VTE-01 - 220V;121171156;54;E
924430;97;27/01/2022;31/01/2022;;08/02/2022;9298;Congelada;NV - 0018547;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 22000 BTUs WindFree Quente/Frio AR24TSHCBWKNAZ - 220v;2615393509;2;F
923952;2442;27/01/2022;31/01/2022;;31/01/2022;125137,1;Congelada;NV - 0018486;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Smart TV LED 43” LG 43UP7500 4K UHD Wi-Fi Bluetooth HDR ThinQAI Compat...;3280455594;55;F
924294;2443;27/01/2022;31/01/2022;;15/02/2022;14000;Congelada;NV - 0018521;Uso e consumo;;VALE PRESENTE;;Cotação;;;Vale Presente Americanas - R$ 1000 (Virtual);134411850;14;F
924316;2186;27/01/2022;31/01/2022;03/02/2022;03/02/2022;2269,08;Projeto em andamento;NV - 0018524;Uso e consumo;;TABLETS;;Cotação;;Faturado;"Tablet Samsung Galaxy S6 Lite 64GB Wi-Fi 4G Tela 10.4"" Android Octa-Core - Cinza";1720331801;1;F
924714;566;28/01/2022;31/01/2022;;31/01/2022;5099,99;Congelada;NV - 0018563;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV 70"" UHD Samsung 4k 70AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In";3069544719;1;F
924717;566;28/01/2022;31/01/2022;08/02/2022;08/02/2022;3059,98;Projeto em andamento;NV - 0018568;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;1441079560;1;F
921438;129;21/01/2022;31/01/2022;;13/02/2022;1178,97;Congelada;NV - 0018672;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Micro-ondas Britânia BME31 30L 110v;3419493246;2;F
921438;129;21/01/2022;31/01/2022;;13/02/2022;2052,98;Congelada;NV - 0018673;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Geladeira/Refrigerador Electrolux DC35A Branca 260L Cycle Defrost - 110v;111957462;1;F
921440;129;21/01/2022;31/01/2022;;13/02/2022;2082,98;Congelada;NV - 0018674;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Geladeira/Refrigerador Electrolux DC35A Branca 260L Cycle Defrost - 220v;111957471;1;F
921372;2394;21/01/2022;31/01/2022;;08/02/2022;1469,98;Congelada;NV - 0018671;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV LED 32"" Philco PTV32G52S HD e Áudio Dolby Conversor Digital";1322119477;1;F
925674;2355;31/01/2022;31/01/2022;;16/02/2022;6330;Congelada;NV - 0018621;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;3 Refrigerador Consul Facilite CRB39 342 L;5102731;3;K
925674;2355;31/01/2022;31/01/2022;;16/02/2022;2146,99;Congelada;NV - 0018622;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;01 un Geladeira Facilite FF 342 LItros x 220V;5102731;1;K
925674;2355;31/01/2022;31/01/2022;;16/02/2022;4257,81;Congelada;NV - 0018623;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;9 Forno micro-ondas Electrolux MTD30 20 litros 110v;2399170457;9;K
925674;2355;31/01/2022;31/01/2022;;16/02/2022;1412,98;Congelada;NV - 0018626;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;3 Smart TV LED 32'' Samsung Tizen HD 3;1322119477;1;K
925674;2355;31/01/2022;31/01/2022;;16/02/2022;949,05;Congelada;NV - 0018627;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;01 un Smartphone 32GB Dual Chip Moto E5;2626417861;1;K
925674;2355;31/01/2022;31/01/2022;;16/02/2022;4022,97;Congelada;NV - 0018624;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;2 Samsung Smart TV LED 40'' Tizen FHD;1704351010;2;K
925674;2355;31/01/2022;31/01/2022;;16/02/2022;7799,97;Congelada;NV - 0018625;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;"3 Smart Tv Philco 50"" Resolução 4k Áudio Dolby";1524142350;3;K
925674;2355;31/01/2022;31/01/2022;;16/02/2022;20828,43;Congelada;NV - 0018709;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;Frigobar Philco 67L PFG85B - 127v;1664102229;21;K
926088;2444;31/01/2022;31/01/2022;;01/02/2022;1595,97;Congelada;NV - 0018699;Uso e consumo;;CAMA MESA & BANHO;;Cotação;;Faturado;Lavadora De Alta Pressão Electrolux Powerwash Ews30 127v;129252225;3;C
926087;2445;31/01/2022;31/01/2022;04/02/2022;04/02/2022;11395,86;Congelada;NV - 0018698;Revenda;;PCS;;Cotação;;Boleto;Notebook Positivo 2 em 1 Duo C464C Intel Celeron 4GB 64GB W10 IPS Full...;1885942011;7;G
925718;569;31/01/2022;31/01/2022;02/02/2022;08/02/2022;8003,88;Projeto em andamento;NV - 0018641;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Samsung 18000 BTUs AQ18UBT - 220v;7369697;1;C
926085;2446;31/01/2022;31/01/2022;04/02/2022;04/02/2022;15587;Congelada;NV - 0018697;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Motorola Moto G20 128GB 4G Wi-Fi Tela 6,5'' Dual Chip 4GB R...;3805073856;13;G
926092;2447;31/01/2022;31/01/2022;31/01/2022;31/01/2022;1329,99;Projeto em andamento;NV - 0018700;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;Faturado;Multifuncional Epson Ecotank L3250 Wi-Fi;3831314123;1;C
925719;456;31/01/2022;31/01/2022;;08/02/2022;21446,5;Congelada;NV - 0018642;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;5 Smartphone Samsung Galaxy S21+;2826495759;5;C
926091;469;31/01/2022;31/01/2022;04/02/2022;04/02/2022;45920;Congelada;NV - 0018701;Revenda;;PCS;;Cotação;;Boleto;Notebook Dell Inspiron I15-3501-A10P Intel Pentium Gold-7505 4GB 128GB...;3251385620;16;G
926103;2067;31/01/2022;31/01/2022;;08/02/2022;70450,49;Congelada;NV - 0018705;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Multifuncional Epson Ecotank L3250 Wi-Fi - Tanque de Tinta;3831314123;50;C
925748;385;31/01/2022;31/01/2022;;10/02/2022;57464,55;Congelada;NV - 0018647;Uso e consumo;;TABLETS;;Cotação;;Faturado;"Apple iPad (9ª geração) A13 Bionic (10,2"", Wi-Fi + Cellular, 64GB) - Cinza-espacial";3922732890;11;C
925648;525;31/01/2022;31/01/2022;01/02/2022;22/02/2022;86,23;Projeto em andamento;NV - 0018613;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;1 Liquidificador Mondial Specia;3948981384;;E
925648;525;31/01/2022;31/01/2022;01/02/2022;22/02/2022;151,98;Projeto em andamento;NV - 0018614;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Sanduicheira e Grill Inox Britânia Redstone Bgr09iv Vermelho - 127V;1437754024;1;E
925648;525;31/01/2022;31/01/2022;01/02/2022;22/02/2022;82,98;Projeto em andamento;NV - 0018615;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Faqueiro Inox Tramontina 30 Peças Ipanema;159029761;1;E
925648;525;31/01/2022;31/01/2022;01/02/2022;22/02/2022;282,98;Projeto em andamento;NV - 0018616;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Lixeira Inox 30L - Casual Home;3251464889;1;E
925648;525;31/01/2022;31/01/2022;01/02/2022;22/02/2022;22,98;Projeto em andamento;NV - 0018617;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Cesto de Lixo em Mesh - Office Basics 9L;3545632235;1;E
925648;525;31/01/2022;31/01/2022;01/02/2022;22/02/2022;132,98;Projeto em andamento;NV - 0018787;Uso e consumo;;ELETROPORTÁTEIS;;Cotação;;Faturado;Lixeira Aço Inox com Pedal 5 Litros - Tramontina;120347682;1;E
925659;2448;31/01/2022;31/01/2022;;15/02/2022;6459,98;Congelada;NV - 0018618;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Geladeira Panasonic Frost Free 483L NR-BT55PV2W Branca;2134975815;2;C
925835;312;31/01/2022;31/01/2022;;15/02/2022;512,94;Congelada;NV - 0018657;Uso e consumo;;CAMA MESA & BANHO;;Cotação;;Faturado;6 Lençol com Elástico Solteiro King Liso Verde;134213319;6;C
925835;312;31/01/2022;31/01/2022;;15/02/2022;759,9;Congelada;NV - 0018658;Uso e consumo;;CAMA MESA & BANHO;;Cotação;;Faturado;10 Kit tapete capacho;2419079192;10;C
925860;2449;31/01/2022;31/01/2022;;14/02/2022;779,95;Congelada;NV - 0018660;Uso e consumo;;TELEFONIA;;;;;1 Samsumg DB43J;2891924311;1;E
925873;2402;31/01/2022;31/01/2022;;16/02/2022;5114,07;Congelada;NV - 0018661;Uso e consumo;;TELEFONIA;;;;;iPhone 12 Apple 64GB;3591024468;1;K
925896;2450;31/01/2022;31/01/2022;;15/02/2022;51592;Congelada;NV - 0018667;Uso e consumo;;TABLETS;;Cotação;;Boleto;"iPad Air 10,9"" Apple Wi-Fi 64GB Cinza Espacial";2066505044;8;C
